,id,host_is_superhost,host_response_rate,host_response_time,host_listings_count,host_identity_verified,accommodates,neighbourhood_group_cleansed,property_type,room_type,latitude,longitude,guests_included,bathrooms,bedrooms,beds,bed_type,amenities,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,cancellation_policy,price
5974,23221129,t,1,within an hour,3,t,4,Beacon Hill,House,Entire home/apt,47.5864044,-122.3104367,1,1,1,1,Real Bed,"{Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",0,1,14,f,flexible,100
6406,24607657,t,1,within an hour,2,t,4,Downtown,Condominium,Entire home/apt,47.60890151,-122.3444063,2,1,1,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",Gym,Elevator,""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Lake access""}",100,3,30,t,moderate,150
4111,18522787,f,1,within a few hours,7,t,4,Rainier Valley,Apartment,Entire home/apt,47.55712795,-122.2905123,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance""}",75,3,1125,t,strict_14_with_grace_period,149
4047,18378381,t,1,within an hour,1,f,6,Other neighborhoods,Townhouse,Entire home/apt,47.68651595,-122.3394166,4,1.5,2,3,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Long term stays allowed""}",170,30,1125,t,moderate,225
384,1603408,f,0.92,within an hour,51,t,4,University District,Apartment,Entire home/apt,47.65850023,-122.3172664,1,1,1,2,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Lockbox,""Hot water"",""Paid parking on premises""}",60,1,1125,t,moderate,89
3112,14683894,t,1,within an hour,3,t,3,Beacon Hill,House,Private room,47.5868346,-122.3116132,1,1.5,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",Other,""Hot water kettle"",""Paid parking on premises""}",34,2,24,t,strict_14_with_grace_period,48
1910,9415562,t,1,within an hour,5,f,2,Rainier Valley,House,Private room,47.57764192,-122.2891996,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",20,2,1125,f,flexible,59
107,301059,t,1,within an hour,42,t,4,Downtown,Condominium,Entire home/apt,47.61497282,-122.3485545,1,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}",107,2,1125,f,strict_14_with_grace_period,94
3918,17991516,f,0.86,within an hour,9,t,2,Cascade,Apartment,Entire home/apt,47.63715225,-122.3250756,1,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Lake access""}",45,3,29,t,moderate,135
3069,14446891,t,1,within an hour,3,t,2,Other neighborhoods,Townhouse,Private room,47.66861803,-122.2837445,1,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",35,30,1125,f,moderate,50
637,3329962,f,0.92,within an hour,51,t,3,University District,Apartment,Entire home/apt,47.65962584,-122.3174207,1,1,1,2,Real Bed,"{Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",60,1,1125,f,moderate,90
5903,22961864,f,1,within an hour,50,f,8,Northgate,House,Entire home/apt,47.73151763,-122.3275519,8,4.5,4,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",393,2,1125,t,super_strict_30,340
5269,21643438,t,1,within an hour,2,f,4,Other neighborhoods,House,Entire home/apt,47.7085055,-122.3547997,1,1,2,2,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",150,21,1125,t,flexible,139
522,2578855,t,1,within an hour,1,t,3,Other neighborhoods,Apartment,Entire home/apt,47.68583708,-122.3503987,2,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,Breakfast,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Outlet covers"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Well-lit path to entrance"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Step-free access""}",15,2,29,f,moderate,95
6031,23469069,t,1,within an hour,1,f,3,Queen Anne,Guesthouse,Entire home/apt,47.63466785,-122.3548536,2,1,0,1,Real Bed,"{TV,Wifi,Kitchen,Breakfast,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Step-free access"",""Wide entryway""}",35,2,60,t,moderate,70
2507,12850858,f,1,within an hour,1,t,6,Magnolia,House,Entire home/apt,47.6453964,-122.4009444,4,2,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",100,2,14,f,moderate,189
4307,19179982,f,1,within a few hours,1,f,2,West Seattle,Guest suite,Private room,47.55083375,-122.3854074,1,1,1,1,Real Bed,"{TV,Wifi,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",30,1,1125,t,strict_14_with_grace_period,46
3499,16244270,t,1,within an hour,4,t,2,Capitol Hill,Apartment,Entire home/apt,47.61837544,-122.3147259,1,1,0,1,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water""}",125,4,1125,t,strict_14_with_grace_period,120
7615,28831979,f,1,within an hour,5,f,1,West Seattle,Camper/RV,Entire home/apt,47.56260563,-122.3872941,1,1,0,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Gym,Breakfast,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}",5,1,1125,f,strict_14_with_grace_period,125
8167,31044786,f,0.6,within an hour,1,f,2,Capitol Hill,Houseboat,Private room,47.65061055,-122.3204631,2,1.5,1,1,Real Bed,"{Wifi,Kitchen,""Pets allowed"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Private living room"",""Private entrance""}",0,1,30,f,flexible,70
6313,24235344,f,0.99,within an hour,81,f,3,Other neighborhoods,House,Entire home/apt,47.68463357,-122.3034757,3,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Baby monitor"",""High chair"",""Stair gates"",""Children’s books and toys"",""Pack ’n Play/travel crib""}",95,1,365,t,super_strict_30,112
5791,22704175,f,0.92,within an hour,1,f,2,Central Area,Apartment,Entire home/apt,47.61207208,-122.3152639,2,1,0,1,Real Bed,"{TV,""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",30,1,1125,t,moderate,76
5742,22513813,t,1,within an hour,1,f,4,Capitol Hill,Guest suite,Entire home/apt,47.62760729,-122.31054,2,1,0,2,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",35,2,1125,t,moderate,125
2248,11498207,t,1,within an hour,1,t,2,Beacon Hill,Apartment,Entire home/apt,47.57271805,-122.3039631,1,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Garden or backyard"",""Hot water kettle"",""Heated floors"",""Mini fridge"",""Smart TV"",Hammock,""Mountain view"",Balcony,""Breakfast table"",Netflix,""Wine cooler"",""En suite bathroom"",""Outdoor seating"",""Walk-in shower"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",50,3,7,f,moderate,119
6820,25952108,t,1,within an hour,2,t,4,Ballard,Guest suite,Entire home/apt,47.67294896,-122.3715668,4,1,2,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Step-free access"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Step-free access""}",75,2,28,f,moderate,89
174,609421,f,1,within a few hours,2,t,6,Other neighborhoods,Guest suite,Entire home/apt,47.69656164,-122.3627507,6,1,2,4,Real Bed,"{Internet,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Outlet covers"",""Stair gates"",""Children’s books and toys"",""Table corner guards"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Single level home"",""Patio or balcony"",""Garden or backyard"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Step-free access""}",50,3,1125,t,moderate,295
979,5058086,t,1,within an hour,1,t,2,Queen Anne,Guest suite,Entire home/apt,47.64491325,-122.3734628,2,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Handheld shower head"",""Hot water kettle"",""Heated floors"",Kitchenette,""Stand alone steam shower"",""Sound system"",""Projector and screen"",""Exercise equipment"",""Breakfast table"",""Espresso machine"",""Pillow-top mattress"",""Memory foam mattress"",""En suite bathroom"",""Outdoor seating"",""Soaking tub"",""Outdoor parking"",""Walk-in shower"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials"",""Roll-in shower"",""Shower chair""}",100,2,14,t,moderate,195
4945,20934326,t,1,within an hour,1,t,2,Ballard,Bungalow,Entire home/apt,47.6693516,-122.3709456,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",30,2,21,f,moderate,89
2203,11259633,f,0.83,within a few hours,210,f,2,Downtown,Condominium,Entire home/apt,47.61325359,-122.3333121,1,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff""}",100,1,1125,f,super_strict_60,200
393,1684236,t,1,within a day,1,t,2,Downtown,Condominium,Entire home/apt,47.61100265,-122.328804,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}",50,3,60,t,moderate,150
6135,23768489,t,1,within an hour,6,f,3,Ballard,Apartment,Entire home/apt,47.67507012,-122.3812665,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",50,1,1125,t,moderate,105
4746,20413890,t,1,within an hour,2,f,3,Central Area,Apartment,Entire home/apt,47.61529496,-122.3102849,2,1,0,1,Real Bed,"{TV,Internet,Wifi,Kitchen,""Paid parking off premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",30,1,20,t,moderate,89
2763,13548374,t,1,within an hour,2,t,5,Downtown,Condominium,Entire home/apt,47.61126405,-122.3287254,4,1,1,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",Bathtub,""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Paid parking on premises""}",90,3,90,t,strict_14_with_grace_period,199
8316,31669054,t,1,within an hour,37,f,6,Rainier Valley,Guest suite,Entire home/apt,47.50828858,-122.2666082,1,1,2,3,Real Bed,"{Wifi,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator}",50,1,7,f,moderate,45
5317,21726236,f,1,within an hour,100,f,3,Downtown,Apartment,Entire home/apt,47.60004671,-122.3236763,1,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Long term stays allowed"",""Paid parking on premises""}",60,2,1125,t,strict_14_with_grace_period,195
2694,13360729,f,1,within a day,1,f,5,Rainier Valley,House,Entire home/apt,47.57318307,-122.2827706,1,2.5,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Children’s books and toys"",Crib,""Pack ’n Play/travel crib"",""Hot water"",Other}",150,3,7,f,moderate,450
7931,30018439,f,1,within an hour,1,f,4,Downtown,Condominium,Entire home/apt,47.60772626,-122.3392676,1,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Gym,Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Paid parking on premises""}",130,2,7,t,moderate,225
5842,22807617,t,1,within an hour,131,f,2,Cascade,Serviced apartment,Entire home/apt,47.62910559,-122.3410947,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Lake access"",""Paid parking on premises""}",75,2,1125,t,flexible,100
2997,14170634,t,1,within an hour,6,t,2,Capitol Hill,Bed and breakfast,Private room,47.61833223,-122.3176783,1,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",""Free parking on premises"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Host greets you""}",0,1,14,t,moderate,119
1575,7873789,t,1,within an hour,1,t,7,Ballard,Guest suite,Entire home/apt,47.68312803,-122.3709789,3,1,2,5,Real Bed,"{Internet,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Single level home"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway""}",25,1,10,f,strict_14_with_grace_period,98
7512,28443632,f,1,within an hour,1,f,2,Delridge,Guesthouse,Entire home/apt,47.54581503,-122.374812,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",30,2,1125,f,strict_14_with_grace_period,80
3100,14615119,t,1,within an hour,1,t,2,Seward Park,House,Private room,47.55057964,-122.2693037,1,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Hot water""}",8,1,6,t,flexible,42
