"id","host_response_time","host_response_rate","host_is_superhost","host_identity_verified","host_listings_count","neighbourhood_group_cleansed","room_type","guests_included","accommodates","bathrooms","bedrooms","beds","bed_type","price","cleaning_fee","minimum_nights","instant_bookable","cancellation_policy","review_scores_rating","num_amenities","total_nearby_landmarks"
27911279,"within an hour",1,"f","f",1,"Capitol Hill","Entire home/apt",1,1,1,0,1,"Real Bed",200,0,1,"f","flexible",1,17,0
15053620,"within an hour",1,"t","t",1,"Capitol Hill","Entire home/apt",2,3,1,1,2,"Real Bed",100,40,1,"t","moderate",1,17,0
26779319,"within an hour",1,"t","f",1,"Rainier Valley","Entire home/apt",1,2,1,0,1,"Real Bed",85,0,3,"t","flexible",1,18,0
10385048,"within an hour",1,"t","t",10,"Downtown","Entire home/apt",2,3,1,0,1,"Real Bed",225,65,2,"t","moderate",1,38,5
21214526,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",1,2,1,1,1,"Real Bed",89,50,2,"f","flexible",1,22,0
19360345,"within an hour",1,"t","t",2,"Capitol Hill","Private room",1,2,1,1,2,"Real Bed",74,35,3,"f","moderate",1,36,0
28737255,"within an hour",1,"f","t",3,"Magnolia","Entire home/apt",3,7,1,0,5,"Real Bed",45,50,2,"f","strict_14_with_grace_period",0,65,0
28862201,"within an hour",1,"t","t",42,"Downtown","Entire home/apt",1,6,1,2,10,"Real Bed",139,125,2,"f","strict_14_with_grace_period",1,44,5
24183124,"within a day",1,"f","f",1,"Downtown","Entire home/apt",1,3,1,1,1,"Real Bed",200,20,3,"f","strict_14_with_grace_period",1,19,3
13203774,"within a few hours",1,"t","t",1,"Other neighborhoods","Entire home/apt",4,6,2,2,2,"Real Bed",175,100,3,"f","strict_14_with_grace_period",1,52,0
27928737,"within an hour",1,"t","f",1,"Beacon Hill","Entire home/apt",4,5,1,0,3,"Real Bed",120,50,1,"t","flexible",1,18,0
29848922,"within an hour",1,"f","f",2,"Ballard","Entire home/apt",1,2,1,1,1,"Real Bed",89,45,2,"t","flexible",0,39,0
12958490,"within an hour",1,"t","t",2,"Downtown","Shared room",1,1,1,1,1,"Futon",49,0,1,"t","strict_14_with_grace_period",1,25,5
27756934,"within a few hours",1,"f","t",4,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",83,125,30,"f","strict_14_with_grace_period",1,47,0
22144345,"within an hour",1,"f","t",1,"Ballard","Entire home/apt",1,2,1,1,1,"Real Bed",100,0,2,"f","flexible",1,18,0
16220094,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",229,89,2,"t","strict",1,27,3
27629843,"within an hour",1,"t","t",1,"Magnolia","Private room",2,2,1,1,1,"Real Bed",50,15,2,"f","flexible",1,19,0
10728468,"within a few hours",1,"t","t",1,"Central Area","Entire home/apt",2,4,1,1,3,"Real Bed",140,65,2,"t","strict_14_with_grace_period",1,14,0
3385421,"within an hour",1,"t","f",4,"Downtown","Entire home/apt",1,4,2.5,2,2,"Real Bed",557,400,28,"f","strict_14_with_grace_period",1,27,5
6202985,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",1,3,1,1,1,"Real Bed",90,35,1,"f","moderate",1,29,0
24719112,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",2,4,1,0,2,"Real Bed",111,17,3,"t","flexible",1,26,0
21717918,"within an hour",1,"f","t",5,"Other neighborhoods","Entire home/apt",1,3,1,1,1,"Real Bed",100,85,3,"f","moderate",1,41,0
7773668,"within a day",0.7,"f","t",1,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",79,40,1,"f","strict_14_with_grace_period",1,16,3
9368342,"within an hour",1,"t","t",1,"Queen Anne","Entire home/apt",2,2,1.5,1,1,"Real Bed",120,50,4,"f","strict_14_with_grace_period",1,20,1
14553306,"within an hour",1,"f","f",3,"University District","Entire home/apt",2,4,1,2,3,"Real Bed",128,75,1,"t","moderate",1,40,0
4187961,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",2,4,1,1,3,"Real Bed",85,60,2,"t","moderate",1,46,0
18213923,"within a few hours",1,"t","t",3,"Central Area","Private room",1,2,1,1,1,"Real Bed",55,45,4,"t","strict_14_with_grace_period",1,23,0
13175944,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",4,4,1,2,3,"Real Bed",145,95,2,"t","moderate",1,33,0
19336206,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",2,3,1,1,1,"Real Bed",85,45,2,"f","strict_14_with_grace_period",1,33,0
15792703,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",1,4,1,1,2,"Real Bed",200,30,2,"t","moderate",1,31,0
16613357,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",4,6,2.5,2,3,"Real Bed",230,150,3,"t","strict_14_with_grace_period",1,41,0
21951390,"within an hour",1,"t","f",1,"Magnolia","Entire home/apt",2,2,1,1,1,"Real Bed",115,45,2,"f","moderate",1,50,0
953595,"within an hour",1,"t","t",5,"Queen Anne","Entire home/apt",1,4,1,1,2,"Real Bed",150,50,2,"f","flexible",1,44,1
17096587,"within an hour",0.83,"t","f",1,"Magnolia","Entire home/apt",1,4,1,1,2,"Real Bed",110,68,1,"f","moderate",1,38,0
1925661,"within an hour",1,"t","t",1,"Beacon Hill","Private room",1,2,1,1,1,"Real Bed",46,50,2,"t","moderate",1,38,0
16755038,"within an hour",1,"t","t",3,"Capitol Hill","Entire home/apt",1,2,1,0,1,"Real Bed",130,60,2,"f","strict_14_with_grace_period",1,20,1
66540,"within a few hours",1,"t","t",3,"Other neighborhoods","Private room",1,1,1,1,1,"Futon",50,35,3,"f","moderate",1,9,0
21797343,"within an hour",1,"f","f",123,"Capitol Hill","Shared room",1,1,1,1,1,"Real Bed",20,15,1,"t","strict_14_with_grace_period",0,9,0
25624096,"within an hour",1,"f","f",1,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",259,50,1,"t","moderate",0,31,3
27555332,"within an hour",1,"t","f",1,"Beacon Hill","Entire home/apt",1,2,1,0,0,"Real Bed",145,50,2,"f","moderate",1,35,0
19721421,"within an hour",1,"t","t",2,"Other neighborhoods","Entire home/apt",1,6,1,1,3,"Real Bed",180,50,2,"t","strict_14_with_grace_period",1,28,0
23748822,"within an hour",1,"t","f",5,"Other neighborhoods","Entire home/apt",2,4,1,1,2,"Real Bed",100,45,1,"t","moderate",1,42,0
10905695,"within a few hours",1,"f","t",57,"University District","Shared room",1,1,1,1,1,"Real Bed",48,45,3,"f","strict_14_with_grace_period",1,21,0
26344027,"within an hour",0.99,"f","f",209,"University District","Entire home/apt",1,4,2.5,2,2,"Real Bed",214,131,2,"t","strict_14_with_grace_period",0,21,0
30513400,"within an hour",1,"f","f",1,"Capitol Hill","Entire home/apt",1,8,3.5,3,4,"Real Bed",200,175,3,"f","moderate",1,32,0
11192984,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",229,89,2,"t","strict",0,17,5
30713728,"within a few hours",1,"f","f",1,"Other neighborhoods","Entire home/apt",3,3,1,1,2,"Real Bed",75,30,1,"f","flexible",1,16,0
28736336,"within an hour",1,"t","f",2,"Downtown","Entire home/apt",4,4,1,0,2,"Real Bed",100,154,2,"t","super_strict_30",1,19,5
317248,"within an hour",1,"f","f",18,"Capitol Hill","Entire home/apt",4,7,2,2,6,"Real Bed",240,170,3,"t","strict_14_with_grace_period",1,41,0
25320101,"within an hour",1,"t","f",1,"Capitol Hill","Entire home/apt",2,4,1,1,2,"Real Bed",155,50,2,"t","moderate",1,19,0
21800522,"within an hour",1,"t","f",2,"Capitol Hill","Entire home/apt",4,10,2,4,4,"Real Bed",400,0,3,"t","flexible",1,45,0
7619727,"within a day",1,"f","t",1,"Other neighborhoods","Entire home/apt",5,6,1,3,4,"Real Bed",200,25,2,"f","moderate",1,29,0
29183228,"within an hour",0.9,"t","t",2,"Other neighborhoods","Entire home/apt",1,4,2.5,2,2,"Real Bed",170,100,5,"f","moderate",1,21,0
23506422,"within an hour",1,"f","f",35,"Capitol Hill","Entire home/apt",2,3,1,0,2,"Real Bed",200,50,2,"t","strict_14_with_grace_period",1,31,0
22228461,"within an hour",1,"t","t",6,"Central Area","Private room",2,2,2,1,1,"Real Bed",59,9,1,"f","flexible",1,33,0
13533608,"within a few hours",1,"f","t",4,"Magnolia","Entire home/apt",6,8,3.5,3,3,"Real Bed",430,100,2,"f","strict_14_with_grace_period",1,19,0
4589654,"within an hour",1,"f","f",3,"Other neighborhoods","Entire home/apt",2,6,1,2,3,"Real Bed",159,105,2,"t","strict_14_with_grace_period",0,33,0
10266102,"within a few hours",1,"t","f",1,"Other neighborhoods","Entire home/apt",6,6,2,3,4,"Real Bed",300,100,2,"f","strict_14_with_grace_period",1,25,0
1043194,"within an hour",1,"f","t",4,"Downtown","Entire home/apt",2,4,1,1,2,"Real Bed",155,75,3,"t","strict_14_with_grace_period",1,25,3
12779947,"within a few hours",1,"f","t",1,"Capitol Hill","Entire home/apt",2,4,1,1,2,"Real Bed",124,20,21,"t","flexible",1,22,0
20656485,"within an hour",1,"t","f",2,"West Seattle","Entire home/apt",6,8,1,2,3,"Real Bed",170,60,3,"f","flexible",1,54,0
22153592,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,0,1,"Real Bed",169,89,2,"t","strict",1,17,3
18042542,"within an hour",1,"f","f",1,"Other neighborhoods","Entire home/apt",1,3,1,1,1,"Real Bed",75,75,2,"t","strict_14_with_grace_period",1,24,0
22267394,"within an hour",0.9,"t","f",2,"Downtown","Entire home/apt",1,4,1,1,2,"Real Bed",235,115,3,"t","strict_14_with_grace_period",1,25,5
7922013,"within an hour",1,"f","t",3,"Rainier Valley","Private room",1,2,1,1,1,"Real Bed",55,20,3,"t","strict_14_with_grace_period",1,18,0
23074424,"within an hour",0.9,"t","t",1,"Capitol Hill","Entire home/apt",2,3,1,1,1,"Real Bed",135,30,2,"t","strict_14_with_grace_period",1,30,0
20601558,"within an hour",1,"t","f",1,"Delridge","Entire home/apt",8,8,3.5,3,3,"Real Bed",55,150,2,"t","moderate",1,39,0
20948220,"within an hour",1,"t","t",3,"Other neighborhoods","Entire home/apt",1,2,1,1,1,"Real Bed",90,40,2,"f","moderate",1,46,0
5029665,"within a day",1,"t","t",2,"Other neighborhoods","Entire home/apt",1,5,2,2,3,"Real Bed",86,90,2,"f","moderate",1,23,0
8575663,"within an hour",1,"t","t",4,"Queen Anne","Private room",2,2,1,1,1,"Real Bed",139,109,2,"f","strict_14_with_grace_period",1,17,3
14798173,"within an hour",1,"t","t",1,"Beacon Hill","Private room",1,2,1,1,1,"Real Bed",71,50,1,"t","moderate",1,52,0
21702391,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",150,75,30,"f","strict_14_with_grace_period",1,23,4
14265144,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",2,2,1,1,1,"Real Bed",60,25,2,"t","moderate",1,34,0
3372535,"within an hour",1,"t","t",2,"Seward Park","Private room",1,2,1,1,1,"Real Bed",40,60,6,"t","strict_14_with_grace_period",1,45,0
21751308,"within a day",1,"f","t",1,"Capitol Hill","Entire home/apt",1,2,1,1,1,"Real Bed",140,50,3,"f","flexible",1,23,0
5969069,"within a few hours",1,"t","t",3,"Capitol Hill","Entire home/apt",2,5,1,2,2,"Real Bed",125,260,4,"f","strict_14_with_grace_period",1,27,0
28739421,"within an hour",1,"t","t",1,"Beacon Hill","Private room",1,2,1,1,1,"Real Bed",75,10,2,"t","moderate",1,20,0
14073646,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",2,3,1,1,1,"Real Bed",89,35,2,"f","moderate",1,19,0
30718402,"within a day",0.9,"f","f",2,"Downtown","Shared room",1,1,1,1,1,"Real Bed",30,0,1,"f","flexible",1,15,5
21998757,"within an hour",0.98,"f","f",47,"West Seattle","Entire home/apt",4,4,1,2,2,"Real Bed",375,204,1,"t","super_strict_60",0,20,0
5852034,"within an hour",1,"t","f",1,"Delridge","Entire home/apt",2,4,1,1,2,"Real Bed",99,45,1,"t","strict_14_with_grace_period",1,37,0
14167866,"within an hour",1,"t","f",3,"Lake City","Private room",1,2,2,0,2,"Futon",48,22,1,"t","moderate",1,33,0
132120,"within a few hours",1,"f","t",1,"Other neighborhoods","Entire home/apt",2,4,1,1,1,"Real Bed",110,40,2,"f","moderate",1,19,0
7036707,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",1,2,1,0,1,"Real Bed",85,25,3,"f","strict_14_with_grace_period",1,23,0
29635858,"within an hour",1,"t","f",3,"Other neighborhoods","Entire home/apt",8,10,2,4,6,"Real Bed",231,120,2,"t","strict_14_with_grace_period",1,37,0
11462366,"within an hour",1,"t","f",8,"West Seattle","Entire home/apt",1,4,1,2,2,"Real Bed",250,150,3,"t","strict_14_with_grace_period",1,56,0
13436253,"within a few hours",0.9,"t","t",4,"Other neighborhoods","Private room",2,2,4,1,2,"Real Bed",52,50,2,"t","flexible",1,70,0
24042060,"within an hour",1,"t","f",2,"Central Area","Entire home/apt",6,6,1,2,4,"Real Bed",130,80,1,"t","moderate",1,41,0
29280747,"within an hour",1,"t","t",3,"Capitol Hill","Entire home/apt",1,1,1,0,1,"Real Bed",85,200,50,"f","strict_14_with_grace_period",1,31,0
27628037,"within an hour",1,"t","t",3,"Central Area","Entire home/apt",1,5,1,1,1,"Real Bed",99,40,3,"t","strict_14_with_grace_period",1,34,0
13415589,"within a few hours",1,"t","f",2,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",100,25,2,"f","flexible",1,21,0
24701337,"within an hour",1,"f","f",2,"Central Area","Entire home/apt",2,2,1,1,1,"Real Bed",100,15,1,"t","flexible",0,12,0
2989758,"within an hour",1,"t","t",2,"Other neighborhoods","Entire home/apt",2,4,1,2,3,"Real Bed",135,70,2,"t","strict_14_with_grace_period",1,25,0
21596908,"within an hour",1,"f","f",8,"Central Area","Entire home/apt",1,2,1,0,1,"Real Bed",74,35,1,"t","flexible",0,23,0
23702901,"within an hour",1,"t","f",32,"Central Area","Entire home/apt",6,12,2,3,6,"Real Bed",250,150,1,"t","strict_14_with_grace_period",1,27,0
370361,"within an hour",1,"t","t",2,"Other neighborhoods","Private room",2,2,1,1,1,"Real Bed",85,50,3,"f","moderate",1,28,0
1588941,"within a few hours",1,"t","t",1,"Ballard","Entire home/apt",1,2,1,1,1,"Real Bed",86,20,2,"f","strict_14_with_grace_period",1,32,0
15255673,"within an hour",1,"f","f",15,"Capitol Hill","Entire home/apt",1,4,1,1,2,"Real Bed",120,55,1,"t","moderate",1,41,2
30819945,"within an hour",1,"f","f",1,"Capitol Hill","Entire home/apt",1,2,1,0,1,"Real Bed",70,30,1,"t","moderate",0,14,2
7604654,"within an hour",0.92,"f","t",51,"Other neighborhoods","Entire home/apt",2,6,1,2,3,"Real Bed",160,90,28,"f","strict_14_with_grace_period",1,24,0
3143227,"within an hour",1,"t","t",4,"Central Area","Private room",1,1,2,1,1,"Real Bed",52,30,1,"f","moderate",1,20,0
24759831,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",450,75,2,"t","flexible",1,17,2
25896751,"within an hour",0.88,"f","f",3,"Other neighborhoods","Private room",1,1,1,1,1,"Real Bed",46,30,1,"t","flexible",1,21,0
7665415,"within an hour",1,"t","t",5,"West Seattle","Entire home/apt",1,4,1,2,2,"Real Bed",99,80,2,"t","strict_14_with_grace_period",1,38,0
31569865,"within an hour",1,"f","f",123,"Queen Anne","Private room",1,2,1.5,1,2,"Real Bed",40,45,1,"t","strict_14_with_grace_period",1,8,3
25669000,"within an hour",1,"f","f",35,"Downtown","Entire home/apt",1,2,1,0,1,"Real Bed",300,50,2,"t","strict_14_with_grace_period",0,20,3
25785133,"within an hour",1,"t","f",4,"Lake City","Private room",2,4,1,1,2,"Real Bed",76,5,1,"t","flexible",1,22,0
20192701,"within an hour",1,"t","t",2,"West Seattle","Entire home/apt",2,2,1,0,2,"Real Bed",99,59,2,"t","moderate",1,50,0
24473699,"within an hour",1,"t","t",1,"Northgate","Entire home/apt",2,4,1,1,2,"Real Bed",105,50,2,"f","flexible",1,37,0
7363727,"within a day",1,"t","t",1,"Rainier Valley","Private room",1,2,1,1,1,"Real Bed",62,15,2,"f","moderate",1,28,0
5277900,"within a few hours",1,"t","t",1,"Central Area","Entire home/apt",1,6,2,3,5,"Real Bed",225,90,4,"f","moderate",1,15,0
8845310,"within an hour",1,"t","t",3,"Rainier Valley","Entire home/apt",1,4,1,2,2,"Real Bed",175,150,3,"t","moderate",1,22,0
26952913,"within an hour",1,"f","f",1,"Central Area","Entire home/apt",8,8,2,3,4,"Real Bed",250,130,2,"f","strict_14_with_grace_period",1,23,0
22208755,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",4,5,1,2,2,"Real Bed",350,129,2,"t","strict",1,21,5
27252831,"within an hour",1,"f","f",50,"University District","Entire home/apt",8,8,3.5,3,4,"Real Bed",197,254,2,"t","super_strict_30",0,19,0
229990,"within a few hours",0.9,"f","f",2,"West Seattle","Entire home/apt",6,9,2,2,4,"Real Bed",160,75,1,"f","strict_14_with_grace_period",1,22,0
19823426,"within an hour",1,"t","f",1,"Central Area","Entire home/apt",1,6,2,2,4,"Real Bed",140,118,1,"f","moderate",1,40,0
21029544,"within a few hours",1,"t","f",1,"Other neighborhoods","Entire home/apt",7,7,2,4,4,"Real Bed",200,125,2,"f","moderate",1,33,0
18657190,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",2,4,1,1,1,"Real Bed",95,20,2,"f","flexible",1,26,0
29732961,"within an hour",1,"f","t",78,"Cascade","Entire home/apt",4,6,1,1,3,"Real Bed",1000,100,5,"t","strict_14_with_grace_period",0,25,0
2297917,"within a day",0.83,"f","t",1,"Other neighborhoods","Entire home/apt",2,4,1,1,2,"Real Bed",78,30,2,"f","strict_14_with_grace_period",1,14,0
2736961,"within an hour",1,"f","t",1,"Seward Park","Entire home/apt",1,3,1,0,1,"Real Bed",95,35,1,"f","moderate",1,30,0
22021457,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",125,75,2,"t","strict_14_with_grace_period",1,18,5
12370400,"within an hour",1,"t","f",1,"Queen Anne","Entire home/apt",2,3,1,1,3,"Real Bed",159,60,2,"f","moderate",1,42,1
5652705,"within an hour",1,"t","f",8,"West Seattle","Entire home/apt",1,2,1,1,1,"Real Bed",125,50,3,"t","strict_14_with_grace_period",1,38,0
19317112,"within an hour",1,"t","t",6,"Ballard","Entire home/apt",2,2,1,1,1,"Real Bed",90,80,3,"f","strict_14_with_grace_period",1,24,0
21712755,"within an hour",1,"f","f",100,"Downtown","Entire home/apt",1,3,1,1,1,"Real Bed",195,60,2,"t","strict_14_with_grace_period",1,32,2
23996840,"within an hour",1,"t","f",1,"Delridge","Entire home/apt",2,3,1,0,2,"Real Bed",85,30,3,"f","strict_14_with_grace_period",1,40,0
5549211,"within an hour",1,"t","f",9,"Ballard","Entire home/apt",2,4,1,1,2,"Real Bed",105,60,2,"t","moderate",1,32,0
20971945,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",1,4,1,1,2,"Real Bed",120,60,2,"t","moderate",1,46,0
22213007,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",4,5,2,2,2,"Real Bed",300,129,2,"t","strict",1,24,5
20134229,"within an hour",1,"t","t",2,"Capitol Hill","Entire home/apt",1,6,2,3,3,"Real Bed",350,120,2,"t","strict_14_with_grace_period",1,48,0
16027121,"within a few hours",1,"f","t",2,"Magnolia","Entire home/apt",2,4,1,0,1,"Real Bed",120,90,1,"t","strict_14_with_grace_period",1,31,0
27706051,"within an hour",1,"t","t",2,"Queen Anne","Private room",4,4,1,2,2,"Real Bed",250,49,2,"f","moderate",1,40,0
23376932,"within an hour",1,"f","f",1,"Central Area","Entire home/apt",1,6,1.5,2,3,"Real Bed",125,150,3,"t","flexible",0,24,0
13913655,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",2,5,1,2,3,"Real Bed",86,59,2,"f","strict_14_with_grace_period",1,54,0
15358605,"within a day",1,"f","t",2,"Capitol Hill","Entire home/apt",1,3,1,0,2,"Real Bed",150,50,2,"f","flexible",1,20,0
6705584,"within an hour",0.92,"f","t",51,"University District","Entire home/apt",1,4,1,1,2,"Real Bed",120,65,1,"f","moderate",0,25,0
27139715,"within an hour",1,"t","f",1,"Capitol Hill","Entire home/apt",4,7,2.5,2,2,"Real Bed",180,45,2,"t","strict_14_with_grace_period",1,26,0
25952108,"within an hour",1,"t","t",2,"Ballard","Entire home/apt",4,4,1,2,1,"Real Bed",89,75,2,"f","moderate",1,41,0
21884411,"within an hour",1,"f","f",123,"Central Area","Entire home/apt",1,5,1,0,3,"Real Bed",100,40,1,"t","strict_14_with_grace_period",0,12,0
7713599,"within an hour",1,"t","f",1,"Delridge","Entire home/apt",2,5,1,2,2,"Real Bed",135,125,1,"t","moderate",1,47,0
21696140,"within an hour",1,"f","f",100,"Downtown","Entire home/apt",1,3,1,1,1,"Real Bed",195,60,3,"t","strict_14_with_grace_period",1,32,2
217142,"within a few hours",0.97,"t","t",4,"Downtown","Entire home/apt",1,7,2,2,4,"Real Bed",200,115,2,"f","strict_14_with_grace_period",1,31,5
19366629,"within an hour",1,"t","f",1,"Rainier Valley","Entire home/apt",1,2,1,0,1,"Real Bed",70,50,2,"f","moderate",1,27,0
9318440,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",4,5,2,2,2,"Real Bed",200,119,28,"f","strict_14_with_grace_period",1,24,3
26303627,"within an hour",1,"t","t",1,"Capitol Hill","Entire home/apt",1,4,1,2,0,"Real Bed",199,115,2,"t","moderate",1,32,0
10905835,"within a few hours",1,"f","t",57,"University District","Shared room",1,1,1,1,1,"Real Bed",38,75,4,"f","strict_14_with_grace_period",1,21,0
25462363,"within an hour",1,"t","f",1,"Capitol Hill","Entire home/apt",3,2,1,1,1,"Real Bed",105,65,3,"t","strict_14_with_grace_period",1,25,0
28202957,"within an hour",1,"t","f",2,"Queen Anne","Entire home/apt",5,6,1,2,4,"Real Bed",90,75,2,"t","flexible",1,33,1
1122236,"within a few hours",1,"t","t",7,"Capitol Hill","Entire home/apt",1,4,1,1,1,"Real Bed",119,99,1,"f","strict_14_with_grace_period",1,26,0
23703434,"within an hour",1,"t","f",32,"Central Area","Entire home/apt",8,11,3.5,4,6,"Real Bed",440,150,1,"t","strict_14_with_grace_period",1,29,0
22013323,"within an hour",1,"t","t",2,"Central Area","Entire home/apt",6,7,2,3,3,"Real Bed",250,125,2,"t","moderate",1,35,0
8156764,"within a few hours",1,"f","t",57,"University District","Shared room",1,1,1,1,1,"Real Bed",37,75,2,"f","strict_14_with_grace_period",1,21,0
777159,"within a day",1,"f","t",1,"Rainier Valley","Entire home/apt",1,4,1,1,1,"Real Bed",150,65,1,"t","moderate",1,35,0
16167586,"within an hour",1,"t","t",2,"Northgate","Entire home/apt",1,6,1,2,2,"Real Bed",150,150,5,"t","moderate",1,26,0
24117615,"within an hour",1,"t","f",10,"Queen Anne","Entire home/apt",2,2,1,1,1,"Real Bed",70,25,1,"f","moderate",1,24,2
15860415,"within a day",0.67,"f","t",2,"Queen Anne","Entire home/apt",1,8,3,4,4,"Real Bed",250,150,3,"f","flexible",1,15,2
8311242,"within an hour",1,"t","t",1,"Downtown","Entire home/apt",2,3,1,1,2,"Real Bed",117,55,1,"t","strict_14_with_grace_period",1,47,3
23131522,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",8,8,2,3,5,"Real Bed",160,59,2,"t","strict_14_with_grace_period",1,39,0
13082625,"within an hour",1,"f","t",3,"University District","Entire home/apt",1,9,3,3,6,"Real Bed",295,140,3,"f","strict_14_with_grace_period",1,27,0
27929606,"within an hour",1,"t","f",1,"Ballard","Entire home/apt",2,3,0.5,1,2,"Real Bed",80,40,1,"t","flexible",1,24,0
19346269,"within an hour",1,"t","f",3,"Cascade","Entire home/apt",2,4,2,2,3,"Real Bed",250,50,2,"f","moderate",1,43,0
19360673,"within an hour",1,"t","f",1,"Beacon Hill","Entire home/apt",2,2,1,1,1,"Real Bed",90,25,3,"f","moderate",1,44,0
28609729,"within an hour",0.96,"f","f",13,"Cascade","Entire home/apt",1,6,1,2,2,"Real Bed",250,175,3,"f","strict_14_with_grace_period",1,33,0
20936253,"within an hour",1,"f","f",2,"Other neighborhoods","Private room",1,4,1.5,2,2,"Real Bed",105,45,2,"t","flexible",0,20,0
29421502,"within an hour",1,"t","f",4,"Capitol Hill","Entire home/apt",2,4,1,1,1,"Real Bed",150,50,1,"t","moderate",1,18,0
31388375,"within a few hours",1,"f","t",1,"West Seattle","Entire home/apt",4,6,2,3,3,"Real Bed",130,125,2,"f","moderate",1,16,0
19175437,"within an hour",1,"f","f",39,"Downtown","Entire home/apt",1,2,1,0,1,"Real Bed",75,75,2,"t","strict_14_with_grace_period",1,17,5
26014732,"within a day",1,"f","f",2,"Magnolia","Entire home/apt",2,6,1,1,2,"Real Bed",125,50,1,"f","strict_14_with_grace_period",1,28,0
22332853,"within an hour",1,"t","f",2,"Northgate","Entire home/apt",2,4,1,0,2,"Real Bed",90,35,1,"t","moderate",1,35,0
1071203,"within a few hours",0.8,"f","t",4,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",85,40,2,"f","flexible",1,22,0
23939451,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,0,1,"Real Bed",139,89,2,"t","strict",0,24,5
8780358,"within an hour",1,"t","t",2,"West Seattle","Entire home/apt",2,4,1,1,2,"Real Bed",114,60,1,"f","moderate",1,58,0
19052123,"within an hour",1,"t","t",1,"Northgate","Entire home/apt",4,6,1,2,2,"Real Bed",135,100,2,"f","moderate",1,35,0
935432,"within an hour",0.99,"f","f",1276,"Downtown","Entire home/apt",1,6,2,2,3,"Real Bed",999,109,2,"t","strict_14_with_grace_period",1,36,3
11497199,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",4,7,1.5,2,4,"Real Bed",89,75,3,"f","moderate",1,34,0
13689263,"within an hour",1,"f","t",3,"Other neighborhoods","Private room",2,2,1,1,1,"Real Bed",80,6,1,"t","strict_14_with_grace_period",1,36,0
13711017,"within an hour",1,"t","t",2,"Central Area","Private room",1,2,1,1,1,"Real Bed",75,30,2,"f","strict_14_with_grace_period",1,36,0
23978287,"within an hour",1,"f","f",123,"Other neighborhoods","Private room",1,2,2,1,1,"Real Bed",40,20,1,"t","strict_14_with_grace_period",0,13,0
25356410,"within an hour",1,"t","t",2,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",110,35,1,"t","flexible",1,34,0
4520179,"within an hour",1,"t","t",2,"Downtown","Entire home/apt",2,4,1.5,1,4,"Real Bed",160,60,2,"f","strict_14_with_grace_period",1,34,6
27677744,"within an hour",0.94,"t","f",4,"Beacon Hill","Private room",2,1,1,1,1,"Real Bed",75,45,1,"t","moderate",1,33,0
16618265,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",5,5,3,3,3,"Real Bed",222,125,2,"f","moderate",1,53,0
25444751,"within an hour",1,"t","f",11,"Downtown","Entire home/apt",4,4,1,1,2,"Real Bed",235,75,2,"t","flexible",1,20,3
23415552,"within a few hours",1,"f","f",2,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",119,100,5,"t","strict_14_with_grace_period",0,8,0
26888506,"within a few hours",1,"t","t",2,"University District","Entire home/apt",1,2,1,1,1,"Real Bed",135,50,2,"t","moderate",1,28,0
7417852,"within an hour",1,"t","t",3,"Rainier Valley","Private room",1,2,1,1,1,"Real Bed",65,50,1,"t","moderate",1,22,0
