"","X","id","host_is_superhost","host_response_rate","host_response_time","host_listings_count","host_identity_verified","accommodates","property_type","room_type","guests_included","bathrooms","bedrooms","beds","bed_type","cleaning_fee","minimum_nights","maximum_nights","instant_bookable","cancellation_policy","price","In_Downtown","In_Delridge","In_Lake_City","num_amenities","total_nearby_landmarks"
"2517",1029,5386937,"f",1,"within an hour",1,"t",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",50,2,1125,"t","moderate",110,0,0,0,25,0
"2518",2985,14128421,"t",1,"within an hour",8,"t",1,"House","Private room",1,1,1,1,"Real Bed",30,2,1125,"f","strict_14_with_grace_period",39,0,0,0,13,0
"2519",8263,31493522,"f",1,"within an hour",1,"f",3,"Other","Entire home/apt",1,1,1,2,"Real Bed",135,2,1125,"t","flexible",80,0,0,0,19,0
"2520",5806,22736809,"t",1,"within an hour",3,"f",4,"Guest suite","Entire home/apt",1,1,2,2,"Real Bed",80,2,1125,"t","flexible",120,0,0,0,25,0
"2521",7418,28199318,"f",1,"within an hour",1,"t",9,"House","Entire home/apt",9,3,3,5,"Real Bed",180,2,1125,"t","moderate",300,0,0,0,28,0
"2522",6799,25893700,"f",1,"within a day",1,"t",4,"House","Entire home/apt",1,1,2,2,"Real Bed",40,3,1125,"f","moderate",95,0,0,0,17,0
"2523",642,3372535,"t",1,"within an hour",2,"t",2,"Other","Private room",1,1,1,1,"Real Bed",60,6,120,"t","strict_14_with_grace_period",40,0,0,0,45,0
"2524",589,3022308,"f",0.92,"within an hour",51,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",80,2,1125,"f","moderate",90,0,0,0,11,0
"2525",5371,21879544,"f",0.97,"within an hour",2,"f",5,"Apartment","Entire home/apt",1,2,2,3,"Real Bed",60,2,10,"t","flexible",225,0,0,0,20,0
"2526",1075,5686435,"t",1,"within an hour",1,"t",8,"House","Entire home/apt",1,2.5,3,4,"Real Bed",250,3,1125,"f","strict_14_with_grace_period",445,0,0,0,16,1
"2527",6284,24148044,"t",1,"within an hour",4,"f",8,"House","Entire home/apt",2,1,3,5,"Real Bed",100,2,60,"f","moderate",129,0,0,0,61,0
"2528",1617,8017832,"f",1,"within an hour",7,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",25,1,28,"f","flexible",69,0,0,0,26,0
"2529",7074,26922390,"t",1,"within an hour",1,"f",4,"Guest suite","Entire home/apt",2,1,1,1,"Real Bed",25,2,31,"t","moderate",99,0,0,0,21,0
"2530",2148,10969868,"t",1,"within an hour",1,"t",8,"House","Entire home/apt",6,3.5,3,4,"Real Bed",125,2,1125,"t","strict_14_with_grace_period",234,0,0,0,26,0
"2531",6753,25747200,"f",0.98,"within an hour",61,"f",6,"Condominium","Entire home/apt",2,2,2,3,"Real Bed",200,6,29,"f","strict_14_with_grace_period",250,1,0,0,42,4
"2532",5170,21437004,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",129,2,1125,"t","strict",290,1,0,0,24,5
"2533",8209,31287568,"f",1,"within an hour",1,"f",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",0,3,10,"t","moderate",99,0,0,0,33,0
"2534",3052,14371730,"t",1,"within a day",1,"t",4,"House","Entire home/apt",2,1,1,2,"Real Bed",50,3,1125,"f","flexible",75,0,0,0,40,0
"2535",47,107884,"t",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",30,2,365,"t","flexible",79,0,0,0,38,0
"2536",4539,19849024,"f",1,"within a few hours",2,"t",1,"House","Private room",1,1,1,1,"Real Bed",75,3,90,"f","moderate",35,0,1,0,26,0
"2537",5567,22209817,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",275,1,0,0,28,4
"2538",6428,24695469,"t",1,"within a day",1,"t",6,"House","Entire home/apt",6,2,3,4,"Real Bed",175,3,90,"f","moderate",275,0,0,0,36,0
"2539",3572,16579012,"f",0.7,"within an hour",1,"t",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",25,1,1125,"t","moderate",99,0,0,0,26,0
"2540",5883,22870206,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","flexible",100,0,0,0,39,2
"2541",6333,24334462,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,2,3,2,"Real Bed",159,2,1125,"t","strict",420,1,0,0,27,3
"2542",351,1508672,"f",0.92,"within an hour",51,"t",3,"Apartment","Entire home/apt",1,1,0,2,"Real Bed",60,1,1125,"t","moderate",80,0,0,0,18,0
"2543",2931,13926060,"t",1,"within an hour",3,"t",6,"Other","Entire home/apt",4,1,2,2,"Real Bed",55,2,15,"t","moderate",189,0,0,0,41,0
"2544",4490,19785986,"f",0.99,"within an hour",81,"f",4,"Condominium","Entire home/apt",4,1,1,2,"Real Bed",160,1,365,"t","super_strict_30",164,1,0,0,25,5
"2545",302,1179538,"f",1,"within an hour",4,"t",4,"Townhouse","Entire home/apt",4,2.5,2,3,"Real Bed",100,1,1125,"f","strict_14_with_grace_period",200,0,0,0,17,0
"2546",6529,24921116,"f",0.9,"within a few hours",3,"f",5,"Condominium","Entire home/apt",1,1,2,2,"Real Bed",200,2,1125,"t","strict_14_with_grace_period",200,0,0,0,23,0
"2547",3169,14897779,"f",1,"within a day",3,"t",3,"House","Private room",1,1,1,2,"Real Bed",20,2,14,"f","flexible",75,0,0,0,24,0
"2548",5729,22468011,"f",1,"within an hour",1,"t",2,"House","Private room",1,2,1,1,"Real Bed",10,2,1125,"t","strict_14_with_grace_period",50,0,0,0,13,0
"2549",6365,24443627,"t",1,"within an hour",1,"f",6,"House","Entire home/apt",2,1.5,2,3,"Real Bed",60,1,7,"t","flexible",130,0,0,0,43,0
"2550",7805,29514544,"f",1,"within a few hours",1,"t",2,"House","Entire home/apt",2,1,2,2,"Real Bed",50,2,14,"f","flexible",90,0,0,0,20,0
"2551",1028,5383192,"f",1,"within an hour",1,"t",4,"House","Entire home/apt",2,1,2,2,"Real Bed",50,3,1125,"f","strict_14_with_grace_period",79,0,0,0,57,1
"2552",7578,28692372,"t",1,"within an hour",13,"f",2,"Other","Entire home/apt",2,1,1,1,"Real Bed",100,2,30,"t","flexible",155,1,0,0,43,5
"2553",4112,18524093,"f",1,"within a few hours",7,"t",6,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",99,3,1125,"f","strict_14_with_grace_period",249,0,0,0,34,0
"2554",6277,24140340,"f",1,"within an hour",35,"f",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",50,2,12,"t","strict_14_with_grace_period",200,0,0,0,22,0
"2555",6861,26086989,"t",1,"within an hour",1,"f",2,"House","Entire home/apt",2,1,1,1,"Real Bed",75,2,28,"t","moderate",156,0,0,0,51,0
"2556",4350,19357083,"f",1,"within an hour",13,"t",2,"House","Private room",1,1.5,1,1,"Real Bed",20,1,8,"t","flexible",40,0,1,0,20,0
"2557",7943,30066877,"t",1,"within an hour",44,"t",6,"Apartment","Entire home/apt",4,1,1,3,"Real Bed",100,5,1125,"t","strict_14_with_grace_period",1000,0,0,0,40,0
"2558",6256,24100074,"t",1,"within an hour",1,"f",2,"Guest suite","Entire home/apt",1,1,0,1,"Real Bed",50,2,30,"t","flexible",60,0,0,0,11,0
"2559",7057,26842428,"t",1,"within an hour",1,"f",2,"Townhouse","Private room",1,1,1,1,"Real Bed",30,1,4,"f","flexible",75,0,1,0,24,0
"2560",5160,21408065,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,3,120,"t","strict_14_with_grace_period",144,1,0,0,18,1
"2561",3259,15299411,"t",1,"within an hour",3,"t",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",75,2,1125,"f","moderate",99,0,0,0,23,0
"2562",5144,21378047,"f",1,"within an hour",5,"f",4,"Apartment","Entire home/apt",2,1,0,2,"Real Bed",45,1,1125,"t","strict_14_with_grace_period",75,1,0,0,28,3
"2563",195,677365,"f",1,"within an hour",1,"t",6,"Guest suite","Entire home/apt",2,1,2,3,"Real Bed",50,1,30,"f","moderate",89,0,1,0,36,0
"2564",6560,25029389,"f",1,"within an hour",2,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",69,1,1125,"t","strict_14_with_grace_period",142,1,0,0,27,5
"2565",4962,20970073,"t",1,"within an hour",1,"f",2,"Guest suite","Entire home/apt",1,1,0,1,"Real Bed",30,2,21,"t","moderate",60,0,0,0,27,0
"2566",7737,29246048,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,30,1125,"f","strict_14_with_grace_period",149,1,0,0,18,4
"2567",2312,11867748,"t",1,"within an hour",1,"t",5,"Apartment","Entire home/apt",4,1,1,3,"Real Bed",45,2,1125,"f","moderate",120,0,0,0,35,0
"2568",931,4757025,"f",1,"within an hour",1,"t",4,"House","Entire home/apt",4,1,2,2,"Real Bed",45,1,1125,"f","moderate",168,0,0,0,23,0
"2569",8028,30407187,"t",1,"within an hour",131,"f",3,"Serviced apartment","Entire home/apt",2,1,0,1,"Real Bed",75,2,1125,"t","moderate",99,0,0,0,42,4
"2570",930,4752817,"t",1,"within an hour",2,"t",6,"Condominium","Entire home/apt",4,1,2,2,"Real Bed",90,3,60,"t","strict_14_with_grace_period",269,1,0,0,47,3
"2571",6924,26280677,"t",1,"within an hour",2,"t",6,"Other","Entire home/apt",4,2,3,4,"Real Bed",75,4,1125,"f","strict_14_with_grace_period",116,0,0,0,34,0
"2572",8178,31094355,"f",1,"within an hour",5,"f",6,"Apartment","Private room",1,1,3,3,"Real Bed",0,5,64,"t","moderate",80,0,0,0,28,0
"2573",4144,18649917,"t",1,"within an hour",1,"t",13,"House","Entire home/apt",10,2.5,5,11,"Real Bed",285,2,1125,"f","strict_14_with_grace_period",1079,0,0,0,38,0
"2574",479,2197982,"t",1,"within an hour",1,"t",2,"Guesthouse","Entire home/apt",2,1,0,1,"Real Bed",60,2,1125,"f","moderate",80,0,0,0,37,0
"2575",8197,31223738,"f",1,"within an hour",2,"f",2,"Condominium","Entire home/apt",2,1,1,1,"Real Bed",50,1,1125,"f","strict_14_with_grace_period",209,1,0,0,18,3
"2576",5166,21425310,"f",1,"within an hour",123,"f",3,"Apartment","Entire home/apt",1,1,0,2,"Real Bed",40,1,21,"t","strict_14_with_grace_period",130,1,0,0,17,5
"2577",2448,12571309,"t",1,"within an hour",1,"t",2,"Other","Entire home/apt",1,1,1,1,"Real Bed",35,3,28,"f","strict_14_with_grace_period",85,0,0,0,17,0
"2578",1043,5470943,"t",1,"within an hour",3,"t",4,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",80,2,1125,"t","flexible",133,0,0,0,45,0
"2579",2716,13437335,"f",1,"within an hour",6,"t",4,"Condominium","Entire home/apt",2,1,1,2,"Real Bed",75,2,1125,"f","strict_14_with_grace_period",110,1,0,0,50,5
"2580",5637,22265790,"f",1,"within an hour",1292,"f",4,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",99,1,365,"t","strict_14_with_grace_period",1002,1,0,0,20,5
"2581",6405,24602364,"f",1,"within an hour",1,"t",1,"House","Private room",1,1,0,1,"Real Bed",25,1,1125,"f","flexible",60,0,0,0,25,0
"2582",6704,25487561,"t",1,"within an hour",42,"t",6,"Condominium","Entire home/apt",1,1,2,2,"Real Bed",130,2,180,"t","strict_14_with_grace_period",144,1,0,0,46,5
"2583",2918,13881097,"t",0.9,"within a few hours",2,"t",2,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",0,1,28,"f","strict_14_with_grace_period",100,1,0,0,32,3
"2584",7537,28540712,"t",0.9,"within an hour",1,"f",1,"House","Private room",1,1,1,1,"Real Bed",0,1,31,"t","strict_14_with_grace_period",35,0,0,0,17,0
"2585",4023,18292304,"f",1,"within an hour",1292,"f",3,"Apartment","Entire home/apt",3,1,1,2,"Real Bed",99,1,365,"t","strict_14_with_grace_period",1002,1,0,0,18,4
"2586",4216,18878479,"f",1,"within an hour",1,"t",2,"House","Private room",1,2.5,1,1,"Real Bed",15,2,1124,"f","flexible",85,0,0,0,24,0
"2587",6057,23567391,"t",1,"within an hour",3,"f",3,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",40,2,1125,"t","moderate",109,1,0,0,38,5
"2588",1414,7279669,"f",1,"within a few hours",2,"t",1,"Apartment","Private room",1,1,1,1,"Real Bed",0,1,1,"f","moderate",65,0,0,0,30,0
"2589",6456,24718836,"f",1,"within an hour",1,"f",11,"House","Entire home/apt",5,3,5,6,"Real Bed",250,3,30,"t","strict_14_with_grace_period",295,0,0,0,25,0
"2590",2207,11282097,"f",1,"within an hour",3,"f",2,"Townhouse","Private room",1,1.5,1,1,"Real Bed",15,1,1125,"f","flexible",60,0,0,0,33,0
"2591",2914,13877143,"f",1,"within a few hours",57,"t",4,"House","Shared room",4,3.5,1,4,"Real Bed",300,4,1125,"f","strict_14_with_grace_period",180,0,0,0,25,0
"2592",7607,28808018,"t",1,"within an hour",3,"f",5,"Apartment","Entire home/apt",1,2.5,2,2,"Real Bed",125,2,30,"t","moderate",100,0,0,0,34,0
"2593",8081,30593853,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",119,1,0,0,21,5
"2594",6812,25943915,"f",1,"within an hour",1,"t",8,"Townhouse","Entire home/apt",6,2.5,3,6,"Real Bed",150,1,15,"f","flexible",195,0,0,0,26,0
"2595",5456,22145416,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",129,2,1125,"t","strict",279,1,0,0,24,5
"2596",8047,30440181,"f",1,"within an hour",1,"f",3,"Apartment","Entire home/apt",3,1,0,2,"Real Bed",0,1,6,"f","strict_14_with_grace_period",60,0,0,0,41,0
"2597",8235,31386182,"t",1,"within an hour",37,"f",4,"Guest suite","Entire home/apt",1,1,2,2,"Real Bed",50,1,7,"f","moderate",70,0,1,0,19,0
"2598",2912,13868417,"t",1,"within an hour",1,"t",8,"House","Entire home/apt",4,1.5,2,5,"Real Bed",80,2,90,"f","moderate",89,0,1,0,56,0
"2599",301,1175464,"f",1,"within an hour",1,"t",3,"Condominium","Private room",2,1,1,1,"Futon",10,1,1125,"t","moderate",55,0,0,0,26,2
"2600",68,190984,"t",1,"within an hour",2,"f",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",50,2,28,"t","flexible",80,0,0,0,37,0
"2601",5999,23323287,"t",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",30,2,7,"t","flexible",85,0,0,0,20,0
"2602",248,935432,"f",0.99,"within an hour",1276,"f",6,"Apartment","Entire home/apt",1,2,2,3,"Real Bed",109,2,1125,"t","strict_14_with_grace_period",999,1,0,0,36,3
"2603",7933,30022382,"f",1,"within an hour",1,"f",2,"Townhouse","Private room",1,1,1,1,"Real Bed",10,1,3,"t","flexible",50,0,1,0,23,0
"2604",6163,23876528,"f",0.8,"within an hour",3,"t",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",0,1,1125,"t","strict_14_with_grace_period",65,0,0,0,17,0
"2605",691,3582883,"f",1,"within an hour",6,"t",2,"House","Private room",1,2,1,1,"Real Bed",10,1,1125,"t","moderate",55,0,0,0,10,0
"2606",2124,10880656,"f",1,"within a day",1,"t",4,"Guest suite","Entire home/apt",4,1,1,2,"Real Bed",50,2,1125,"f","moderate",99,0,0,0,30,0
"2607",5383,21894947,"f",0,"a few days or more",1,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",50,3,90,"t","moderate",90,0,0,0,20,0
"2608",308,1205666,"t",1,"within a few hours",2,"t",2,"House","Private room",2,1.5,1,1,"Real Bed",0,1,14,"f","flexible",79,0,0,0,41,0
"2609",2422,12431572,"f",1,"within an hour",35,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",60,2,12,"t","strict_14_with_grace_period",135,0,0,0,35,0
"2610",8298,31640383,"t",1,"within an hour",2,"t",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",40,1,3,"t","strict_14_with_grace_period",69,0,0,0,15,0
"2611",4904,20831082,"f",0.9,"within an hour",2,"f",4,"House","Entire home/apt",2,1,2,3,"Real Bed",100,2,300,"t","moderate",77,0,0,0,26,0
"2612",3586,16621920,"t",1,"within a day",1,"t",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",40,2,12,"f","moderate",85,0,0,0,39,0
"2613",755,3883137,"t",1,"within an hour",1,"t",6,"Apartment","Entire home/apt",4,1,1,0,"Real Bed",65,2,365,"f","strict_14_with_grace_period",100,0,0,0,38,0
"2614",2501,12831734,"f",1,"within an hour",5,"t",5,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",0,2,1124,"f","moderate",168,0,0,0,43,2
"2615",5595,22210770,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",89,21,1125,"t","strict",199,0,0,0,24,3
"2616",3842,17751657,"t",1,"within an hour",2,"t",1,"House","Private room",1,1,1,1,"Real Bed",15,1,1125,"f","strict_14_with_grace_period",75,0,0,0,57,0
"2617",6699,25479165,"t",1,"within a few hours",1,"t",6,"House","Entire home/apt",1,1,2,2,"Real Bed",25,1,7,"f","moderate",105,0,0,0,22,0
"2618",8274,31562982,"f",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",60,3,1125,"t","flexible",105,0,0,0,35,3
"2619",3304,15485238,"t",1,"within a few hours",2,"f",1,"Apartment","Private room",1,1,1,1,"Real Bed",0,1,1125,"f","strict_14_with_grace_period",40,0,0,0,31,0
"2620",3431,15973665,"f",1,"within an hour",1,"t",5,"House","Entire home/apt",4,1,2,4,"Real Bed",50,2,1125,"t","strict_14_with_grace_period",135,0,0,0,35,0
"2621",4029,18313890,"f",0.99,"within an hour",9,"t",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",0,1,1125,"t","moderate",70,0,0,0,35,0
"2622",7198,27344667,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,30,1125,"t","strict_14_with_grace_period",199,1,0,0,18,4
"2623",3588,16633347,"t",1,"within an hour",2,"t",3,"Guest suite","Entire home/apt",2,1,1,1,"Real Bed",15,1,1125,"f","moderate",100,0,0,0,29,0
"2624",5963,23133750,"f",1,"within an hour",8,"f",2,"House","Private room",1,1,1,1,"Real Bed",35,2,1124,"f","moderate",40,0,0,0,24,0
"2625",5457,22145418,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",129,2,1125,"t","strict",279,1,0,0,24,5
"2626",6323,24286056,"t",1,"within a day",1,"f",4,"Condominium","Entire home/apt",1,1,1,2,"Real Bed",0,2,31,"f","flexible",175,1,0,0,28,3
"2627",5545,22208706,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",199,1,0,0,21,5
"2628",3741,17333200,"t",1,"within an hour",1,"f",2,"Guesthouse","Entire home/apt",2,1,1,1,"Real Bed",50,2,30,"f","moderate",79,0,0,0,29,0
"2629",8157,30998418,"t",1,"within an hour",786,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",165,30,1125,"f","strict",182,0,0,0,17,3
"2630",3566,16553656,"t",1,"within an hour",2,"t",2,"Other","Entire home/apt",1,1,1,1,"Real Bed",30,2,90,"f","strict_14_with_grace_period",79,0,0,0,35,0
"2631",7313,27761041,"t",1,"within an hour",1,"f",2,"Apartment","Private room",1,1,1,1,"Real Bed",12,1,5,"f","moderate",55,0,0,0,17,3
"2632",8284,31593357,"f",1,"within an hour",1,"f",3,"Guest suite","Entire home/apt",1,1,1,2,"Real Bed",70,1,1125,"t","flexible",80,0,0,0,13,0
"2633",6157,23852348,"t",0,"a few days or more",4,"t",2,"Other","Private room",1,1,1,1,"Real Bed",0,2,1125,"f","flexible",100,0,0,0,19,0
"2634",1045,5473498,"f",1,"within a few hours",4,"t",1,"House","Private room",1,1,1,1,"Real Bed",45,30,120,"f","strict_14_with_grace_period",32,0,0,0,42,0
"2635",7492,28403987,"f",1,"within an hour",3,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",89,2,1125,"t","moderate",99,0,0,0,22,0
"2636",6787,25820162,"f",1,"within an hour",2,"f",2,"House","Private room",1,1,1,1,"Real Bed",100,3,14,"t","moderate",250,0,0,0,14,0
"2637",922,4718921,"f",1,"within an hour",1,"t",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",55,1,14,"t","moderate",88,0,0,0,22,2
"2638",7919,29986857,"t",1,"within an hour",1,"f",3,"Townhouse","Private room",2,1,1,2,"Real Bed",25,1,365,"f","strict_14_with_grace_period",75,0,0,0,25,0
"2639",7569,28638682,"f",1,"within an hour",1,"f",1,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",0,1,1125,"f","strict_14_with_grace_period",220,1,0,0,11,5
"2640",5124,21326416,"t",1,"within an hour",1,"t",3,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",0,2,1125,"t","moderate",76,0,0,0,27,0
"2641",7028,26748949,"f",1,"within an hour",50,"f",5,"Apartment","Entire home/apt",5,1,2,2,"Real Bed",243,2,1125,"t","super_strict_30",96,0,1,0,19,0
"2642",8122,30821427,"t",1,"within an hour",37,"f",4,"Guest suite","Entire home/apt",1,1,1,2,"Real Bed",55,1,7,"t","moderate",90,0,0,0,20,1
"2643",2032,10136155,"f",1,"within an hour",1,"t",6,"House","Entire home/apt",4,2,5,5,"Real Bed",0,2,1125,"t","moderate",360,0,0,0,47,0
"2644",4244,18992520,"f",1,"within a few hours",2,"t",1,"House","Shared room",1,3,1,1,"Real Bed",45,7,1125,"f","strict_14_with_grace_period",44,0,0,0,13,0
"2645",53,132120,"f",1,"within a few hours",1,"t",4,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",40,2,30,"f","moderate",110,0,0,0,19,0
"2646",3922,17994231,"f",0.99,"within an hour",9,"t",5,"Condominium","Entire home/apt",1,1,1,2,"Real Bed",0,1,1125,"t","flexible",150,0,0,0,23,2
"2647",1205,6424859,"t",1,"within an hour",1,"t",2,"House","Private room",1,1,1,1,"Futon",35,3,30,"t","strict_14_with_grace_period",139,0,0,0,21,0
"2648",428,1826155,"t",1,"within a few hours",5,"t",2,"House","Private room",2,3,1,1,"Real Bed",30,2,29,"f","strict_14_with_grace_period",111,0,0,0,34,0
"2649",6946,26382097,"t",1,"within an hour",4,"t",8,"House","Entire home/apt",8,2,3,4,"Real Bed",125,2,1125,"t","strict_14_with_grace_period",249,0,0,0,30,0
"2650",7896,29910835,"f",1,"within an hour",1,"f",4,"Other","Entire home/apt",4,1,2,2,"Real Bed",60,2,1125,"t","moderate",65,0,0,0,30,0
"2651",8456,32239509,"f",0.98,"within an hour",20,"f",6,"House","Entire home/apt",1,1,3,3,"Real Bed",175,2,28,"t","strict_14_with_grace_period",274,0,0,0,24,0
"2652",6204,23967097,"f",1,"within an hour",8,"t",3,"Other","Entire home/apt",1,1,1,1,"Real Bed",60,1,28,"f","strict_14_with_grace_period",175,0,0,0,12,1
"2653",7156,27262676,"f",1,"within an hour",15,"t",1,"House","Shared room",1,3.5,1,1,"Real Bed",0,1,30,"t","strict_14_with_grace_period",25,0,0,0,18,0
"2654",5492,22153586,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",89,2,1125,"t","strict",169,1,0,0,17,3
"2655",7736,29245970,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,30,1125,"f","strict_14_with_grace_period",149,1,0,0,18,4
"2656",6900,26202278,"f",1,"within an hour",3,"f",4,"House","Private room",4,1,2,3,"Real Bed",80,1,1125,"t","moderate",150,0,0,0,16,0
"2657",5149,21381109,"t",1,"within an hour",2,"t",3,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",25,3,1125,"f","moderate",85,0,0,0,31,0
"2658",121,356608,"t",0.75,"within a day",8,"t",6,"Apartment","Entire home/apt",1,2,2,3,"Real Bed",100,3,29,"f","strict_14_with_grace_period",196,1,0,0,40,2
"2659",2410,12378237,"f",1,"within an hour",123,"f",2,"House","Private room",1,1,1,1,"Real Bed",20,1,21,"t","strict_14_with_grace_period",40,0,0,0,17,0
"2660",8276,31569865,"f",1,"within an hour",123,"f",2,"Apartment","Private room",1,1.5,1,2,"Real Bed",45,1,21,"t","strict_14_with_grace_period",40,0,0,0,8,3
"2661",2277,11640921,"t",1,"within an hour",1,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",35,2,90,"f","moderate",65,0,1,0,34,0
"2662",1926,9494946,"f",1,"within an hour",40,"f",2,"Other","Private room",1,1,0,1,"Real Bed",0,1,1125,"t","moderate",59,0,0,0,25,0
"2663",5630,22242538,"f",1,"within an hour",1,"t",5,"Townhouse","Entire home/apt",1,2,3,4,"Real Bed",16,1,30,"t","flexible",120,0,0,0,24,0
"2664",440,1914051,"f",1,"within an hour",2,"t",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",50,7,1125,"f","strict_14_with_grace_period",74,0,0,0,35,1
"2665",933,4760472,"t",0.9,"within a few hours",1,"t",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",70,2,40,"f","moderate",85,0,0,0,41,0
"2666",3316,15521033,"f",1,"within an hour",1,"t",6,"House","Entire home/apt",6,2,4,5,"Real Bed",160,5,1125,"t","moderate",290,0,0,0,21,0
"2667",2978,14108275,"f",1,"within an hour",1,"t",4,"House","Entire home/apt",2,1,2,2,"Real Bed",40,2,28,"f","moderate",94,0,0,0,42,0
"2668",4572,19951176,"f",1,"within an hour",1,"f",4,"Guest suite","Entire home/apt",4,1,1,2,"Real Bed",20,2,8,"t","moderate",10,0,0,0,38,0
"2669",2047,10262971,"t",1,"within a day",1,"t",2,"House","Private room",1,1,1,1,"Real Bed",50,2,1125,"f","strict_14_with_grace_period",65,0,0,0,20,0
"2670",680,3543084,"t",1,"within an hour",42,"t",4,"Condominium","Entire home/apt",1,1,1,2,"Real Bed",107,2,1000,"f","strict_14_with_grace_period",102,1,0,0,31,5
"2671",4675,20233409,"t",1,"within a few hours",3,"f",3,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",40,3,1125,"f","moderate",138,0,0,0,18,0
"2672",8154,30982022,"f",1,"within an hour",12,"f",3,"House","Private room",3,1,1,2,"Real Bed",9,1,100,"t","flexible",10,0,0,0,26,0
"2673",6232,24019658,"f",0.5,"within a day",1,"f",6,"Apartment","Entire home/apt",6,1,2,2,"Real Bed",150,3,1125,"f","strict_14_with_grace_period",125,0,0,0,43,0
"2674",7408,28135567,"t",1,"within an hour",4,"f",2,"House","Private room",2,1,1,1,"Real Bed",5,1,90,"t","moderate",1000,0,0,1,39,0
"2675",5102,21277020,"t",1,"within an hour",1,"t",6,"House","Entire home/apt",1,1,2,3,"Real Bed",125,2,1125,"t","moderate",78,0,0,1,41,0
"2676",5731,22493797,"f",0.85,"within an hour",321,"f",4,"Apartment","Entire home/apt",4,1,0,1,"Real Bed",56,2,90,"t","strict_14_with_grace_period",155,0,0,0,10,0
"2677",8414,32049380,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",129,2,1125,"t","strict",350,1,0,0,21,5
"2678",6615,25210949,"t",1,"within a day",2,"t",3,"House","Private room",4,1.5,2,2,"Real Bed",50,2,1125,"t","flexible",90,0,0,0,30,0
